,text,sentiment,magnitude
0,Leaving South Korea now heading to China. Looking very much forward to meeting and being with President Xi!,0.0,0.20000000298023224
1,Together we dream of a Korea that is free a peninsula that is safe and families that are reunited once again! https://t.co/9tsZRCC83j,0.4000000059604645,0.8999999761581421
2,Anyone who doubts the strength or determination of the U.S. should look to our past....and you will doubt it no longer. https://t.co/zyuYc0fIH6,0.0,0.10000000149011612
3,The North Korean regime has pursued its nuclear &amp; ballistic missile programs in defiance of every assurance agreement &amp; commmitment it has made to the U.S. and its allies. It's broken all of those commitments... https://t.co/xJ4jUpA8d8,-0.20000000298023224,1.0
4,The U.S. under my administration is completely rebuilding its military and they're spending hundreds of billions of dollars to the newest and finest military equipment anywhere in the world being built right now. I want peace through strength! https://t.co/2YXkIvRIFi,0.0,0.8999999761581421
5,Join me LIVE in South Korea🇺🇸🇰🇷#NationalAssembly #POTUSinAsia ➡️https://t.co/M3iEhPdkas https://t.co/hSxdtd2UnY,0.30000001192092896,0.30000001192092896
6,Ed Gillespie worked hard but did not embrace me or what I stand for. Don’t forget Republicans won 4 out of 4 House seats and with the economy doing record numbers we will continue to win even bigger than before!,0.10000000149011612,0.6000000238418579
7,Getting ready to make a major speech to the National Assembly here in South Korea then will be headed to China where I very much look forward to meeting with President Xi who is just off his great political victory.,0.20000000298023224,0.20000000298023224
8,Thank you to all Americans who participated in Nat'l Rx Drug Take Back Day. A record amount of drugs collected &amp; disposed. We can do this!,0.10000000149011612,1.100000023841858
9,Franklin such a great photo. HAPPY 99th BIRTHDAY to your father @BillyGraham! https://t.co/l0c7RvvOa1,0.5,1.7000000476837158
10,.@EdWGillespie will totally turn around the high crime and poor economic performance of VA. MS-13 and crime will be gone. Vote today ASAP!,-0.30000001192092896,1.100000023841858
11,....and has been horrible on Virginia economy. Vote @EdWGillespie today!,-0.30000001192092896,1.0
12,Ralph Northam will allow crime to be rampant in Virginia. He’s weak on crime weak on our GREAT VETS Anti-Second Amendment....,0.10000000149011612,1.100000023841858
13,....is making. Working very hard on TAX CUTS for the middle class companies and jobs!,0.10000000149011612,0.20000000298023224
14,Stock market hit yet another all-time record high yesterday. There is great confidence in the moves that my Administration....,0.4000000059604645,0.800000011920929
15,Thank you to President Moon of South Korea for the beautiful welcoming ceremony. It will always be remembered. https://t.co/bMvJz1iV2a,0.4000000059604645,1.2999999523162842
16,It was my great honor to have lunch with our INCREDIBLE U.S. and ROK troops at Camp Humphreys in South Korea. 🇺🇸🇰🇷 https://t.co/5NJirz4iNM https://t.co/kNLyONhBCC,0.6000000238418579,1.2000000476837158
17,....Some of those they are harshly treating have been “milking” their country for years!,-0.30000001192092896,0.30000001192092896
18,I have great confidence in King Salman and the Crown Prince of Saudi Arabia they know exactly what they are doing....,0.6000000238418579,0.6000000238418579
19,Getting ready to leave for South Korea and meetings with President Moon a fine gentleman. We will figure it all out!,0.20000000298023224,0.5
20,My visit to Japan and friendship with PM Abe will yield many benefits for our great Country. Massive military &amp; energy orders happening+++!,0.6000000238418579,1.2000000476837158
21,The state of Virginia economy under Democrat rule has been terrible. If you vote Ed Gillespie tomorrow it will come roaring back!,-0.4000000059604645,0.8999999761581421
22,#USA🇺🇸 #Japan🇯🇵 https://t.co/EvxFqAVnFS,0.20000000298023224,0.20000000298023224
23,...Americans do what we do best: we pull together. We join hands. We lock arms and through the tears and the sadness we stand strong... https://t.co/qkCPgtKGkA,0.30000001192092896,1.7000000476837158
24,May God be w/ the people of Sutherland Springs Texas. The FBI &amp; law enforcement are on the scene. I am monitoring the situation from Japan.,0.0,0.0
25,Heading into the 12 days with great negotiating strength because of our tremendous economy. https://t.co/4HnXkR3EhW,0.4000000059604645,0.8999999761581421
26,It was a true honor to be at Yokota Air Base with our GREAT @USForcesJapan! https://t.co/KEXnIkkQks,0.5,1.0
27,Playing golf with Prime Minister Abe and Hideki Matsuyama two wonderful people! https://t.co/vYLULe0o2K,0.699999988079071,0.699999988079071
28,Just gave a speech to the great men and women at Yokota Air Base in Tokyo Japan. Leaving to see Prime Minister Abe. https://t.co/6LRAgojvDB,0.20000000298023224,0.699999988079071
29,I am landing shortly. Can’t wait to be with our GREAT MILITARY. See you soon! https://t.co/AVLrrOxmm4,0.30000001192092896,1.2000000476837158
30,Would very much appreciate Saudi Arabia doing their IPO of Aramco with the New York Stock Exchange. Important to the United States!,0.5,1.0
31,Unemployment is down to 4.1% lowest in 17 years. 1.5 million new jobs created since I took office. Highest stock Market ever up $5.4 trill,0.10000000149011612,0.5
32,Thank you to our GREAT Military/Veterans and @PacificCommand.Remember #PearlHarbor. Remember the @USSArizona!A day I’ll never forget. https://t.co/CMkB0kTkSc,0.5,1.7000000476837158
33,Thank you for such a beautiful welcome Hawaii. My great honor to visit @PacificCommand upon arrival. Heading to Pearl Harbor w/ @FLOTUS now. https://t.co/6gDME9cmnS,0.4000000059604645,1.7999999523162842
34,Getting ready to land in Hawaii. Looking so much forward to meeting with our great Military/Veterans at Pearl Harbor!,0.4000000059604645,0.8999999761581421
35,The decision on Sergeant Bergdahl is a complete and total disgrace to our Country and to our Military.,-0.8999999761581421,0.8999999761581421
36,JOBS JOBS JOBS! https://t.co/twUNktGbnb,0.10000000149011612,0.20000000298023224
37,The rigged Dem Primary one of the biggest political stories in years got ZERO coverage on Fake News Network TV last night. Disgraceful!,-0.8999999761581421,1.899999976158142
38,Just took off for ceremony @ Pearl Harbor. Will then be heading to Japan SKorea China Vietnam &amp; the Philippines. Will never let you down!,0.0,0.30000001192092896
39,I always felt I would be running and winning against Bernie Sanders not Crooked H without cheating I was right.,-0.6000000238418579,0.6000000238418579
40,Bernie Sanders supporters have every right to be apoplectic of the complete theft of the Dem primary by Crooked Hillary!,-0.4000000059604645,0.4000000059604645
41,"...Based on that the Military has hit ISIS ""much harder"" over the last two days. They will pay a big price for every attack on us!",-0.4000000059604645,0.800000011920929
42,"ISIS just claimed the Degenerate Animal who killed and so badly wounded the wonderful people on the West Side was ""their soldier."" .....",0.0,0.0
43,Pocahontas just stated that the Democrats lead by the legendary Crooked Hillary Clinton rigged the Primaries! Lets go FBI &amp; Justice Dept.,-0.30000001192092896,0.699999988079071
44,The real story on Collusion is in Donna B's new book. Crooked Hillary bought the DNC &amp; then stole the Democratic Primary from Crazy Bernie!,-0.30000001192092896,0.699999988079071
45,....People are angry.  At some point the Justice Department and the FBI must do what is right and proper. The American public deserves it!,0.30000001192092896,1.100000023841858
46,...New Donna B book says she paid for and stole the Dem Primary. What about the deleted E-mails Uranium Podesta the Server plus plus...,-0.699999988079071,1.5
47,Everybody is asking why the Justice Department (and FBI) isn't looking into all of the dishonesty going on with Crooked Hillary &amp; the Dems..,-0.8999999761581421,0.8999999761581421
48,My Twitter account was taken down for 11 minutes by a rogue employee. I guess the word must finally be getting out-and having an impact.,0.0,0.800000011920929
49,I will be interviewed by @IngrahamAngle on @FoxNews at 10:00. Enjoy!,0.4000000059604645,0.8999999761581421
50,The @TuckerCarlson opening statement about our once cherished and great FBI was so sad to watch. James Comey's leadership was a disaster!,0.0,1.0
51,....This is real collusion and dishonesty. Major violation of Campaign Finance Laws and Money Laundering - where is our Justice Department?,-0.800000011920929,1.600000023841858
52,Donna Brazile just stated the DNC RIGGED the system to illegally steal the Primary from Bernie Sanders. Bought and paid for by Crooked H....,-0.800000011920929,1.600000023841858
53,Great Tax Cut rollout today. The lobbyists are storming Capital Hill but the Republicans will hold strong and do what is right for America!,0.5,1.100000023841858
54,Today it was my pleasure and great honor to announce my nomination of Jerome Powell to be the next Chairman of the @FederalReserve. https://t.co/6aDuRy3zws,0.4000000059604645,0.8999999761581421
55,Broadcom's move to America=$20 BILLION of annual rev into U.S.A. $3+ BILLION/yr. in research/engineering &amp; $6 BILLION/yr. in manufacturing. https://t.co/NsJ4PtVTtl,0.10000000149011612,0.4000000059604645
56,Today we are thrilled to welcome @Broadcom CEO Hock Tan to the WH to announce he is moving their HQ’s from Singapore back to the U.S.A..... https://t.co/WrqUXBndyZ,0.800000011920929,0.800000011920929
57,Congress must end chain migration so that we can have a system that is SECURITY BASED! We need to make AMERICA SAFE! #USA🇺🇸 https://t.co/d7L1YW5iVY,0.10000000149011612,0.4000000059604645
58,I am calling on Congress to TERMINATE the diversity visa lottery program that presents significant vulnerabilities to our national security. https://t.co/tW4wOlI4vu,0.30000001192092896,0.699999988079071
59,Congratulations to the Houston @Astros 2017 #WorldSeries Champions⚾️#HoustonStrong #EarnHistory https://t.co/BP7OEzdhFi,0.5,0.5
60,...There is also something appropriate about keeping him in the home of the horrible crime he committed. Should move fast. DEATH PENALTY!,0.0,0.10000000149011612
61,Would love to send the NYC terrorist to Guantanamo but statistically that process takes much longer than going through the Federal system...,0.0,0.0
62,NYC terrorist was happy as he asked to hang ISIS flag in his hospital room. He killed 8 people badly injured 12. SHOULD GET DEATH PENALTY!,0.10000000149011612,1.100000023841858
63,Great mtg w/ @Cabinet today. Tomorrow I will be announcing the new head of the Fed. I think you will be extremely impressed by this person! https://t.co/5ASJVLGAiG,0.4000000059604645,1.7999999523162842
64,Happy birthday to @garyplayer a truly great Champion and Person!,0.8999999761581421,0.8999999761581421
65,It is finally happening for our great clean coal miners! https://t.co/suAnjs6Ccz,0.5,1.0
66,The United States will be immediately implementing much tougher Extreme Vetting Procedures. The safety of our citizens comes first!,0.20000000298023224,0.5
67,Just spoke to President Macri of Argentina about the five proud and wonderful men killed in the West Side terror attack. God be with them!,0.20000000298023224,0.5
