,Unnamed: 0,magnitude,sentiment,text
0,0.0,0.20000000298023224,0.0,Leaving South Korea now heading to China. Looking very much forward to meeting and being with President Xi!
1,1.0,0.8999999761581421,0.4000000059604645,Together we dream of a Korea that is free a peninsula that is safe and families that are reunited once again! https://t.co/9tsZRCC83j
2,2.0,0.10000000149011612,0.0,Anyone who doubts the strength or determination of the U.S. should look to our past....and you will doubt it no longer. https://t.co/zyuYc0fIH6
3,3.0,1.0,-0.20000000298023224,The North Korean regime has pursued its nuclear &amp; ballistic missile programs in defiance of every assurance agreement &amp; commmitment it has made to the U.S. and its allies. It's broken all of those commitments... https://t.co/xJ4jUpA8d8
4,4.0,0.8999999761581421,0.0,The U.S. under my administration is completely rebuilding its military and they're spending hundreds of billions of dollars to the newest and finest military equipment anywhere in the world being built right now. I want peace through strength! https://t.co/2YXkIvRIFi
5,5.0,0.30000001192092896,0.30000001192092896,Join me LIVE in South Korea🇺🇸🇰🇷#NationalAssembly #POTUSinAsia ➡️https://t.co/M3iEhPdkas https://t.co/hSxdtd2UnY
6,6.0,0.6000000238418579,0.10000000149011612,Ed Gillespie worked hard but did not embrace me or what I stand for. Don’t forget Republicans won 4 out of 4 House seats and with the economy doing record numbers we will continue to win even bigger than before!
7,7.0,0.20000000298023224,0.20000000298023224,Getting ready to make a major speech to the National Assembly here in South Korea then will be headed to China where I very much look forward to meeting with President Xi who is just off his great political victory.
8,8.0,1.100000023841858,0.10000000149011612,Thank you to all Americans who participated in Nat'l Rx Drug Take Back Day. A record amount of drugs collected &amp; disposed. We can do this!
9,9.0,1.7000000476837158,0.5,Franklin such a great photo. HAPPY 99th BIRTHDAY to your father @BillyGraham! https://t.co/l0c7RvvOa1
10,10.0,1.100000023841858,-0.30000001192092896,.@EdWGillespie will totally turn around the high crime and poor economic performance of VA. MS-13 and crime will be gone. Vote today ASAP!
11,11.0,1.0,-0.30000001192092896,....and has been horrible on Virginia economy. Vote @EdWGillespie today!
12,12.0,1.100000023841858,0.10000000149011612,Ralph Northam will allow crime to be rampant in Virginia. He’s weak on crime weak on our GREAT VETS Anti-Second Amendment....
13,13.0,0.20000000298023224,0.10000000149011612,....is making. Working very hard on TAX CUTS for the middle class companies and jobs!
14,14.0,0.8000000119209291,0.4000000059604645,Stock market hit yet another all-time record high yesterday. There is great confidence in the moves that my Administration....
15,15.0,1.2999999523162842,0.4000000059604645,Thank you to President Moon of South Korea for the beautiful welcoming ceremony. It will always be remembered. https://t.co/bMvJz1iV2a
16,16.0,1.2000000476837158,0.6000000238418579,It was my great honor to have lunch with our INCREDIBLE U.S. and ROK troops at Camp Humphreys in South Korea. 🇺🇸🇰🇷 https://t.co/5NJirz4iNM https://t.co/kNLyONhBCC
17,17.0,0.30000001192092896,-0.30000001192092896,....Some of those they are harshly treating have been “milking” their country for years!
18,18.0,0.6000000238418579,0.6000000238418579,I have great confidence in King Salman and the Crown Prince of Saudi Arabia they know exactly what they are doing....
19,19.0,0.5,0.20000000298023224,Getting ready to leave for South Korea and meetings with President Moon a fine gentleman. We will figure it all out!
20,20.0,1.2000000476837158,0.6000000238418579,My visit to Japan and friendship with PM Abe will yield many benefits for our great Country. Massive military &amp; energy orders happening+++!
21,21.0,0.8999999761581421,-0.4000000059604645,The state of Virginia economy under Democrat rule has been terrible. If you vote Ed Gillespie tomorrow it will come roaring back!
22,22.0,0.20000000298023224,0.20000000298023224,#USA🇺🇸 #Japan🇯🇵 https://t.co/EvxFqAVnFS
23,23.0,1.7000000476837158,0.30000001192092896,...Americans do what we do best: we pull together. We join hands. We lock arms and through the tears and the sadness we stand strong... https://t.co/qkCPgtKGkA
24,24.0,0.0,0.0,May God be w/ the people of Sutherland Springs Texas. The FBI &amp; law enforcement are on the scene. I am monitoring the situation from Japan.
25,25.0,0.8999999761581421,0.4000000059604645,Heading into the 12 days with great negotiating strength because of our tremendous economy. https://t.co/4HnXkR3EhW
26,26.0,1.0,0.5,It was a true honor to be at Yokota Air Base with our GREAT @USForcesJapan! https://t.co/KEXnIkkQks
27,27.0,0.699999988079071,0.699999988079071,Playing golf with Prime Minister Abe and Hideki Matsuyama two wonderful people! https://t.co/vYLULe0o2K
28,28.0,0.699999988079071,0.20000000298023224,Just gave a speech to the great men and women at Yokota Air Base in Tokyo Japan. Leaving to see Prime Minister Abe. https://t.co/6LRAgojvDB
29,29.0,1.2000000476837158,0.30000001192092896,I am landing shortly. Can’t wait to be with our GREAT MILITARY. See you soon! https://t.co/AVLrrOxmm4
30,30.0,1.0,0.5,Would very much appreciate Saudi Arabia doing their IPO of Aramco with the New York Stock Exchange. Important to the United States!
31,31.0,0.5,0.10000000149011612,Unemployment is down to 4.1% lowest in 17 years. 1.5 million new jobs created since I took office. Highest stock Market ever up $5.4 trill
32,32.0,1.7000000476837158,0.5,Thank you to our GREAT Military/Veterans and @PacificCommand.Remember #PearlHarbor. Remember the @USSArizona!A day I’ll never forget. https://t.co/CMkB0kTkSc
33,33.0,1.7999999523162842,0.4000000059604645,Thank you for such a beautiful welcome Hawaii. My great honor to visit @PacificCommand upon arrival. Heading to Pearl Harbor w/ @FLOTUS now. https://t.co/6gDME9cmnS
34,34.0,0.8999999761581421,0.4000000059604645,Getting ready to land in Hawaii. Looking so much forward to meeting with our great Military/Veterans at Pearl Harbor!
35,35.0,0.8999999761581421,-0.8999999761581421,The decision on Sergeant Bergdahl is a complete and total disgrace to our Country and to our Military.
36,36.0,0.20000000298023224,0.10000000149011612,JOBS JOBS JOBS! https://t.co/twUNktGbnb
37,37.0,1.8999999761581419,-0.8999999761581421,The rigged Dem Primary one of the biggest political stories in years got ZERO coverage on Fake News Network TV last night. Disgraceful!
38,38.0,0.30000001192092896,0.0,Just took off for ceremony @ Pearl Harbor. Will then be heading to Japan SKorea China Vietnam &amp; the Philippines. Will never let you down!
39,39.0,0.6000000238418579,-0.6000000238418579,I always felt I would be running and winning against Bernie Sanders not Crooked H without cheating I was right.
40,40.0,0.4000000059604645,-0.4000000059604645,Bernie Sanders supporters have every right to be apoplectic of the complete theft of the Dem primary by Crooked Hillary!
41,41.0,0.8000000119209291,-0.4000000059604645,"...Based on that the Military has hit ISIS ""much harder"" over the last two days. They will pay a big price for every attack on us!"
42,42.0,0.0,0.0,"ISIS just claimed the Degenerate Animal who killed and so badly wounded the wonderful people on the West Side was ""their soldier."" ....."
43,43.0,0.699999988079071,-0.30000001192092896,Pocahontas just stated that the Democrats lead by the legendary Crooked Hillary Clinton rigged the Primaries! Lets go FBI &amp; Justice Dept.
44,44.0,0.699999988079071,-0.30000001192092896,The real story on Collusion is in Donna B's new book. Crooked Hillary bought the DNC &amp; then stole the Democratic Primary from Crazy Bernie!
45,45.0,1.100000023841858,0.30000001192092896,....People are angry.  At some point the Justice Department and the FBI must do what is right and proper. The American public deserves it!
46,46.0,1.5,-0.699999988079071,...New Donna B book says she paid for and stole the Dem Primary. What about the deleted E-mails Uranium Podesta the Server plus plus...
47,47.0,0.8999999761581421,-0.8999999761581421,Everybody is asking why the Justice Department (and FBI) isn't looking into all of the dishonesty going on with Crooked Hillary &amp; the Dems..
48,48.0,0.8000000119209291,0.0,My Twitter account was taken down for 11 minutes by a rogue employee. I guess the word must finally be getting out-and having an impact.
49,49.0,0.8999999761581421,0.4000000059604645,I will be interviewed by @IngrahamAngle on @FoxNews at 10:00. Enjoy!
50,50.0,1.0,0.0,The @TuckerCarlson opening statement about our once cherished and great FBI was so sad to watch. James Comey's leadership was a disaster!
51,51.0,1.6000000238418581,-0.8000000119209291,....This is real collusion and dishonesty. Major violation of Campaign Finance Laws and Money Laundering - where is our Justice Department?
52,52.0,1.6000000238418581,-0.8000000119209291,Donna Brazile just stated the DNC RIGGED the system to illegally steal the Primary from Bernie Sanders. Bought and paid for by Crooked H....
53,53.0,1.100000023841858,0.5,Great Tax Cut rollout today. The lobbyists are storming Capital Hill but the Republicans will hold strong and do what is right for America!
54,54.0,0.8999999761581421,0.4000000059604645,Today it was my pleasure and great honor to announce my nomination of Jerome Powell to be the next Chairman of the @FederalReserve. https://t.co/6aDuRy3zws
55,55.0,0.4000000059604645,0.10000000149011612,Broadcom's move to America=$20 BILLION of annual rev into U.S.A. $3+ BILLION/yr. in research/engineering &amp; $6 BILLION/yr. in manufacturing. https://t.co/NsJ4PtVTtl
